claim_id,policy_id,customer_id,claim_date,claim_type,claim_amount,claim_status,days_to_settle,fraud_indicator,adjuster_id
CLM0006373,POL0019171,CUST000227,2025-03-17,Fire,38274.82,Under Investigation,,0,ADJ024
CLM0006374,POL0058166,CUST012482,2022-03-24,Critical Illness,816619.08,Under Investigation,,0,ADJ017
CLM0006375,POL0066234,CUST003808,2025-05-30,Lost Luggage,10000.0,Denied,258.0,1,ADJ046
CLM0006377,POL0007742,CUST005601,2022-03-09,Theft,102923.64,Approved,0.0,0,ADJ008
CLM0006378,POL0052925,CUST013719,2024-08-04,Theft,46931.56,Approved,33.0,0,ADJ034
CLM0006379,POL0072237,CUST005388,2021-07-10,Comprehensive,8536.73,Approved,36.0,0,ADJ033
CLM0006380,POL0060225,CUST003658,2025-06-10,Mental Health,30955.2,Pending,,0,ADJ015
CLM0006381,POL0030486,CUST001749,2023-02-18,Disability,599003.37,Approved,40.0,0,ADJ021
CLM0006383,POL0033876,CUST004819,2024-12-18,Storm,5629.15,Approved,14.0,0,ADJ050
CLM0006384,POL0050427,CUST007824,2024-05-04,Fire,86561.19,Approved,49.0,0,ADJ049
CLM0006387,POL0039462,CUST005815,2025-02-27,Vision,26161.48,Approved,28.0,0,ADJ031
CLM0006389,POL0034668,CUST014326,2021-08-23,Vandalism,14504.24,Approved,4.0,0,ADJ008
CLM0006390,POL0052853,CUST014315,2022-12-25,Medical Emergency,5854.93,Approved,40.0,0,ADJ028
CLM0006391,POL0027336,CUST009002,2023-12-22,Water Damage,17660.64,Approved,6.0,0,ADJ012
CLM0006392,POL0007391,CUST011520,2022-08-09,Collision,6606.21,Approved,12.0,0,ADJ008
CLM0006393,POL0027359,CUST012764,2022-01-27,Theft,123339.0,Denied,56.0,0,ADJ045
CLM0006394,POL0071645,CUST006568,2023-08-18,Fire,7400.97,Approved,69.0,0,ADJ002
CLM0006395,POL0041218,CUST000806,2025-04-17,Disability,555531.37,Approved,97.0,1,ADJ031
CLM0006396,POL0017689,CUST013453,2022-03-22,Vandalism,12019.32,Pending,,0,ADJ036
CLM0006397,POL0070132,CUST004897,2025-05-20,Collision,12855.09,Denied,18.0,1,ADJ044
CLM0006398,POL0067000,CUST002367,2023-11-11,Theft,21492.35,Under Investigation,,0,ADJ024
CLM0006399,POL0054787,CUST004324,2023-03-24,Liability,5027.49,Approved,56.0,0,ADJ013
CLM0006400,POL0003080,CUST013038,2023-05-20,Liability,18207.38,Pending,,0,ADJ011
CLM0006401,POL0059799,CUST010168,2025-05-14,Vandalism,34355.82,Approved,51.0,0,ADJ035
CLM0006402,POL0007234,CUST010423,2022-12-13,Collision,7042.03,Approved,79.0,0,ADJ018
CLM0006403,POL0051658,CUST002029,2022-12-25,Water Damage,10020.87,Approved,31.0,0,ADJ024
CLM0006404,POL0007448,CUST011659,2021-11-07,Liability,8375.86,Approved,23.0,0,ADJ023
CLM0006405,POL0038821,CUST012341,2025-06-05,Medical Emergency,9882.4,Approved,52.0,0,ADJ045
CLM0006406,POL0032341,CUST002095,2025-05-06,Dental,50000.0,Approved,72.0,0,ADJ014
CLM0006407,POL0044169,CUST010636,2025-02-13,Death,834309.11,Approved,6.0,0,ADJ046
CLM0006408,POL0059061,CUST009904,2020-10-08,Liability,36931.15,Approved,67.0,0,ADJ034
CLM0006409,POL0032659,CUST008775,2021-03-25,Vision,22893.84,Approved,7.0,0,ADJ025
CLM0006410,POL0061187,CUST003873,2022-05-21,Theft,18521.87,Approved,7.0,0,ADJ006
CLM0006411,POL0044474,CUST001944,2021-10-05,Water Damage,176786.35,Approved,29.0,0,ADJ030
CLM0006412,POL0046302,CUST010289,2025-02-18,Theft,48810.67,Approved,51.0,0,ADJ027
CLM0006413,POL0072675,CUST010671,2022-07-08,Storm,28419.13,Approved,51.0,0,ADJ029
CLM0006414,POL0015250,CUST008447,2024-12-10,Water Damage,47773.28,Approved,55.0,0,ADJ008
CLM0006415,POL0058429,CUST000698,2025-06-24,Theft,34818.91,Approved,15.0,0,ADJ034
CLM0006416,POL0016185,CUST009085,2024-08-27,Comprehensive,7056.0,Denied,80.0,0,ADJ015
CLM0006417,POL0008861,CUST005827,2022-09-01,Theft,28618.38,Approved,11.0,0,ADJ026
CLM0006418,POL0041515,CUST005981,2023-02-13,Vision,50000.0,Denied,175.0,0,ADJ046
CLM0006419,POL0017558,CUST011456,2025-03-12,Liability,2721.57,Approved,30.0,0,ADJ039
CLM0006420,POL0024405,CUST007377,2025-06-21,Theft,27790.19,Denied,9.0,1,ADJ019
CLM0006421,POL0020467,CUST001792,2021-07-09,Water Damage,41694.64,Approved,77.0,0,ADJ049
CLM0006422,POL0074737,CUST014706,2021-12-02,Trip Cancellation,5358.3,Approved,119.0,0,ADJ029
CLM0006423,POL0009895,CUST012248,2025-05-08,Critical Illness,496392.01,Denied,4.0,0,ADJ047
CLM0006424,POL0037692,CUST000108,2023-04-18,Fire,294983.84,Denied,8.0,0,ADJ033
CLM0006426,POL0018407,CUST012303,2025-06-17,Liability,19300.16,Approved,8.0,0,ADJ026
CLM0006427,POL0032540,CUST000891,2022-08-03,Vision,10066.45,Approved,3.0,0,ADJ040
CLM0006428,POL0057946,CUST011944,2025-06-11,Vandalism,8263.83,Denied,11.0,0,ADJ016
CLM0006429,POL0044337,CUST007016,2025-04-19,Theft,4897.86,Approved,24.0,0,ADJ042
CLM0006430,POL0072470,CUST002543,2024-09-19,Disability,301323.15,Approved,136.0,0,ADJ050
CLM0006431,POL0067602,CUST008450,2022-01-20,Death,482790.32,Approved,110.0,0,ADJ020
CLM0006432,POL0036494,CUST002436,2025-07-02,Liability,16161.91,Approved,16.0,0,ADJ046
CLM0006433,POL0068678,CUST003013,2025-06-04,Comprehensive,7665.64,Approved,131.0,0,ADJ023
CLM0006434,POL0035929,CUST013817,2025-03-22,Dental,33632.82,Pending,,0,ADJ037
CLM0006435,POL0017334,CUST004835,2024-10-12,Death,271876.73,Denied,12.0,0,ADJ023
CLM0006436,POL0005112,CUST010738,2024-07-17,Mental Health,133285.42,Under Investigation,,0,ADJ016
CLM0006437,POL0035982,CUST013096,2025-05-21,Comprehensive,47925.03,Pending,,0,ADJ014
CLM0006438,POL0022216,CUST010462,2025-06-06,Theft,11077.53,Denied,8.0,0,ADJ048
CLM0006439,POL0056141,CUST000281,2025-06-09,Storm,3244.05,Pending,,0,ADJ015
CLM0006440,POL0064811,CUST003577,2022-08-14,Theft,35247.25,Approved,63.0,0,ADJ029
CLM0006441,POL0050995,CUST013437,2025-06-16,Medical,50000.0,Approved,63.0,0,ADJ035
CLM0006442,POL0061077,CUST004115,2025-06-09,Liability,28593.86,Denied,15.0,0,ADJ011
CLM0006443,POL0059493,CUST005517,2021-10-27,Collision,11556.02,Approved,13.0,0,ADJ044
CLM0006444,POL0030362,CUST001044,2025-02-04,Liability,3005.82,Approved,20.0,0,ADJ001
CLM0006445,POL0055335,CUST006490,2021-03-11,Storm,72888.0,Approved,55.0,0,ADJ016
CLM0006446,POL0022818,CUST012801,2020-09-23,Liability,21716.36,Approved,20.0,0,ADJ018
CLM0006448,POL0015381,CUST004713,2025-03-09,Vandalism,4379.76,Approved,4.0,0,ADJ046
CLM0006449,POL0063621,CUST014315,2022-11-26,Critical Illness,635762.23,Under Investigation,,0,ADJ049
CLM0006450,POL0059455,CUST003763,2023-01-18,Disability,319671.05,Approved,89.0,0,ADJ042
CLM0006451,POL0071903,CUST004072,2025-06-14,Critical Illness,264232.66,Approved,23.0,0,ADJ021
CLM0006452,POL0006329,CUST009963,2022-03-21,Fire,476149.99,Approved,29.0,0,ADJ047
CLM0006453,POL0030905,CUST013420,2023-06-29,Death,527353.0,Denied,87.0,1,ADJ035
CLM0006454,POL0030194,CUST000272,2024-01-26,Liability,11517.92,Approved,29.0,0,ADJ016
CLM0006455,POL0027363,CUST003525,2023-10-07,Theft,274811.76,Approved,100.0,0,ADJ036
CLM0006456,POL0043396,CUST012915,2025-01-18,Liability,97488.97,Approved,111.0,0,ADJ012
CLM0006457,POL0071490,CUST009907,2024-04-05,Comprehensive,25977.27,Approved,123.0,0,ADJ009
CLM0006458,POL0063146,CUST001993,2022-05-30,Liability,22776.96,Pending,,0,ADJ023
CLM0006459,POL0065363,CUST009175,2022-03-22,Workers Comp,8505.83,Approved,9.0,0,ADJ020
CLM0006460,POL0030850,CUST005490,2022-04-10,Liability,17618.39,Approved,2.0,0,ADJ039
CLM0006461,POL0051491,CUST014090,2024-03-31,Mental Health,45989.66,Approved,46.0,0,ADJ003
CLM0006462,POL0013347,CUST004653,2025-05-01,Medical,22395.28,Approved,1.0,0,ADJ034
CLM0006463,POL0069486,CUST009992,2025-06-29,Fire,133404.63,Denied,31.0,0,ADJ048
CLM0006464,POL0009535,CUST003499,2025-06-07,Medical,43544.78,Approved,22.0,0,ADJ039
CLM0006465,POL0068957,CUST012236,2024-02-26,Disability,542565.25,Approved,157.0,0,ADJ006
CLM0006466,POL0054022,CUST010010,2024-11-10,Vision,31934.56,Approved,40.0,0,ADJ026
CLM0006467,POL0023682,CUST001739,2023-10-11,Fire,12623.84,Approved,11.0,0,ADJ036
CLM0006468,POL0067633,CUST006193,2025-06-17,Theft,15828.32,Approved,6.0,0,ADJ019
CLM0006469,POL0019964,CUST008901,2021-11-26,Comprehensive,39409.85,Approved,2.0,0,ADJ017
CLM0006470,POL0010015,CUST011836,2022-07-12,Medical Emergency,6625.27,Approved,1.0,0,ADJ024
CLM0006471,POL0045243,CUST008246,2024-11-01,Liability,6375.49,Approved,0.0,0,ADJ017
CLM0006472,POL0049943,CUST001186,2022-06-24,Disability,158633.71,Approved,17.0,0,ADJ015
CLM0006473,POL0043124,CUST005562,2024-01-01,Mental Health,3070.75,Approved,38.0,0,ADJ003
CLM0006474,POL0008007,CUST012278,2022-08-23,Vision,35118.8,Approved,2.0,0,ADJ023
CLM0006476,POL0019011,CUST002316,2022-09-13,Fire,8250.78,Pending,,0,ADJ035
CLM0006477,POL0045418,CUST007441,2025-06-22,Storm,31946.87,Approved,4.0,0,ADJ036
CLM0006478,POL0067327,CUST009851,2021-05-11,Mental Health,1896.51,Under Investigation,,1,ADJ036
CLM0006479,POL0043433,CUST009701,2024-01-31,Death,895211.81,Denied,24.0,1,ADJ041
CLM0006480,POL0021798,CUST003720,2023-01-31,Medical,224266.47,Approved,26.0,0,ADJ016
CLM0006481,POL0052802,CUST002624,2022-01-25,Vision,50000.0,Approved,4.0,0,ADJ006
CLM0006483,POL0027553,CUST009587,2023-10-11,Dental,1507.17,Denied,1.0,1,ADJ026
CLM0006484,POL0037134,CUST007811,2025-05-19,Fire,37302.03,Denied,33.0,0,ADJ013
CLM0006485,POL0000125,CUST013803,2025-06-17,Death,327349.64,Approved,95.0,0,ADJ009
CLM0006486,POL0027963,CUST000256,2023-01-02,Lost Luggage,7798.73,Approved,5.0,0,ADJ040
CLM0006487,POL0011153,CUST005611,2022-09-24,Vision,20080.29,Approved,15.0,1,ADJ047
CLM0006488,POL0026711,CUST005514,2025-03-16,Liability,19138.64,Approved,6.0,0,ADJ046
CLM0006489,POL0030066,CUST000338,2025-02-28,Critical Illness,379977.34,Approved,23.0,0,ADJ046
CLM0006490,POL0057767,CUST010371,2022-01-17,Storm,150016.81,Approved,9.0,0,ADJ042
CLM0006491,POL0009837,CUST007960,2023-10-14,Storm,49152.98,Approved,31.0,0,ADJ046
CLM0006492,POL0054388,CUST011467,2021-10-07,Lost Luggage,10000.0,Under Investigation,,0,ADJ001
CLM0006493,POL0026647,CUST006844,2025-05-17,Disability,766169.86,Under Investigation,,1,ADJ016
CLM0006494,POL0033415,CUST012552,2025-06-16,Theft,35881.81,Approved,22.0,0,ADJ048
CLM0006495,POL0029427,CUST004812,2023-12-26,Theft,34390.24,Approved,53.0,0,ADJ003
CLM0006496,POL0059319,CUST008235,2023-04-11,Critical Illness,644868.21,Approved,2.0,0,ADJ035
CLM0006497,POL0025121,CUST011112,2023-04-01,Vandalism,46833.67,Approved,2.0,1,ADJ030
CLM0006498,POL0030502,CUST011579,2024-04-10,Vandalism,34570.42,Approved,20.0,0,ADJ002
CLM0006499,POL0063712,CUST010501,2023-06-15,Death,764464.31,Approved,60.0,0,ADJ018
CLM0006500,POL0055842,CUST010775,2023-06-03,Vandalism,3502.02,Approved,27.0,0,ADJ010
CLM0006501,POL0040852,CUST014291,2021-10-20,Vision,50000.0,Approved,21.0,0,ADJ029
CLM0006502,POL0029975,CUST000108,2023-05-28,Water Damage,106801.27,Approved,31.0,0,ADJ015
CLM0006503,POL0037244,CUST007961,2021-04-02,Theft,89197.24,Approved,74.0,0,ADJ030
CLM0006504,POL0015082,CUST006967,2025-05-13,Fire,30509.4,Approved,47.0,0,ADJ004
CLM0006505,POL0039576,CUST006691,2022-03-27,Fire,39069.83,Approved,7.0,0,ADJ005
CLM0006506,POL0009719,CUST010996,2025-02-19,Liability,35252.49,Approved,67.0,0,ADJ015
CLM0006507,POL0040199,CUST005659,2022-01-14,Theft,58565.82,Approved,15.0,0,ADJ019
CLM0006508,POL0018111,CUST005794,2022-01-01,Liability,18990.08,Approved,2.0,0,ADJ043
CLM0006509,POL0043543,CUST013297,2022-03-28,Comprehensive,47254.43,Approved,5.0,0,ADJ027
CLM0006510,POL0033209,CUST011774,2025-04-26,Theft,5997.7,Approved,0.0,0,ADJ001
CLM0006511,POL0006427,CUST007660,2022-09-16,Fire,52407.31,Denied,28.0,0,ADJ001
CLM0006512,POL0026356,CUST011174,2022-08-04,Mental Health,50000.0,Approved,18.0,0,ADJ037
CLM0006513,POL0073339,CUST012087,2021-12-13,Storm,179220.0,Approved,84.0,0,ADJ011
CLM0006514,POL0014619,CUST012579,2023-03-02,Water Damage,59395.37,Approved,1.0,0,ADJ048
CLM0006515,POL0015032,CUST002600,2023-02-03,Death,273595.45,Approved,190.0,0,ADJ015
CLM0006517,POL0022658,CUST003685,2024-06-24,Collision,29820.75,Approved,21.0,0,ADJ047
CLM0006518,POL0061223,CUST013433,2021-11-12,Theft,22815.98,Approved,6.0,0,ADJ010
CLM0006519,POL0011318,CUST012105,2023-10-19,Water Damage,75191.34,Approved,138.0,0,ADJ017
CLM0006520,POL0028788,CUST013348,2021-04-25,Storm,48520.27,Approved,50.0,0,ADJ048
CLM0006522,POL0057779,CUST011896,2022-12-11,Water Damage,7840.73,Approved,2.0,0,ADJ031
CLM0006523,POL0013187,CUST013674,2024-08-06,Comprehensive,26887.08,Approved,10.0,0,ADJ050
CLM0006524,POL0045392,CUST013807,2024-11-22,Water Damage,36123.0,Approved,5.0,0,ADJ016
CLM0006525,POL0074574,CUST002523,2023-03-11,Liability,38077.54,Approved,77.0,0,ADJ007
CLM0006526,POL0062538,CUST011341,2025-04-13,Cyber,5401.83,Approved,19.0,0,ADJ045
CLM0006527,POL0013659,CUST004322,2024-10-15,Storm,2246.7,Approved,1.0,0,ADJ038
CLM0006529,POL0007277,CUST005672,2024-04-03,Critical Illness,240542.94,Approved,29.0,0,ADJ016
CLM0006530,POL0067079,CUST014577,2022-12-23,Vandalism,7247.17,Approved,60.0,0,ADJ020
CLM0006531,POL0037963,CUST013922,2025-02-14,Death,254573.67,Approved,40.0,0,ADJ020
CLM0006532,POL0037384,CUST013735,2023-08-09,Vandalism,11005.37,Approved,4.0,0,ADJ050
CLM0006533,POL0012676,CUST014303,2022-05-25,Water Damage,14849.99,Approved,95.0,0,ADJ035
CLM0006534,POL0051055,CUST002158,2021-04-07,Comprehensive,16978.81,Under Investigation,,0,ADJ039
CLM0006535,POL0060630,CUST013735,2023-08-20,Liability,50222.49,Pending,,0,ADJ043
CLM0006537,POL0059385,CUST001005,2025-05-29,Liability,17814.34,Approved,17.0,0,ADJ020
CLM0006538,POL0035745,CUST005945,2024-02-15,Theft,29078.45,Approved,13.0,0,ADJ010
CLM0006539,POL0013813,CUST002823,2024-08-21,Storm,32511.63,Approved,17.0,0,ADJ025
CLM0006540,POL0035989,CUST011609,2023-01-26,Theft,93196.96,Approved,38.0,0,ADJ020
CLM0006542,POL0020718,CUST003336,2025-04-19,Mental Health,50000.0,Approved,5.0,0,ADJ040
CLM0006543,POL0014486,CUST004255,2025-04-27,Fire,70340.88,Approved,31.0,0,ADJ026
CLM0006544,POL0072220,CUST007188,2025-06-08,Disability,296668.57,Approved,57.0,0,ADJ009
CLM0006545,POL0071416,CUST005213,2022-02-18,Critical Illness,550397.82,Under Investigation,,0,ADJ029
CLM0006546,POL0064380,CUST005023,2022-10-03,Death,434113.33,Approved,24.0,0,ADJ006
CLM0006547,POL0046596,CUST006033,2025-06-24,Collision,84847.85,Pending,,0,ADJ037
CLM0006548,POL0018998,CUST000815,2021-09-23,Liability,12513.26,Denied,32.0,0,ADJ001
CLM0006549,POL0033457,CUST005534,2024-08-13,Disability,583638.77,Approved,26.0,0,ADJ018
CLM0006550,POL0041723,CUST013416,2024-02-06,Comprehensive,48445.64,Approved,101.0,0,ADJ008
CLM0006551,POL0067008,CUST001162,2025-02-09,Liability,6520.91,Approved,61.0,0,ADJ003
CLM0006552,POL0052762,CUST000363,2025-05-27,Theft,16740.99,Denied,98.0,0,ADJ023
CLM0006553,POL0069729,CUST002704,2021-09-11,Theft,28348.44,Approved,49.0,0,ADJ002
CLM0006554,POL0011132,CUST010956,2021-05-15,Critical Illness,1051120.0,Approved,13.0,0,ADJ045
CLM0006555,POL0011484,CUST008446,2022-06-30,Liability,8350.8,Approved,10.0,0,ADJ008
CLM0006556,POL0060398,CUST000463,2025-06-18,Liability,24706.5,Approved,62.0,0,ADJ047
CLM0006558,POL0032702,CUST007070,2022-01-02,Liability,46780.41,Approved,74.0,0,ADJ001
CLM0006559,POL0022553,CUST005564,2025-06-27,Mental Health,33848.32,Approved,1.0,0,ADJ034
CLM0006560,POL0009909,CUST014227,2021-03-30,Mental Health,24381.6,Approved,18.0,0,ADJ020
CLM0006561,POL0068405,CUST004591,2025-02-13,Death,198227.03,Approved,26.0,0,ADJ035
CLM0006562,POL0029134,CUST005150,2022-02-26,Workers Comp,8226.63,Approved,13.0,0,ADJ037
CLM0006563,POL0071118,CUST012024,2020-11-01,Liability,28243.32,Approved,11.0,0,ADJ003
CLM0006564,POL0066271,CUST006032,2022-02-09,Fire,114068.84,Denied,64.0,0,ADJ022
CLM0006565,POL0028287,CUST006543,2021-08-02,Liability,17031.41,Approved,24.0,0,ADJ018
CLM0006566,POL0030490,CUST013828,2023-10-18,Liability,25020.3,Approved,59.0,0,ADJ017
CLM0006567,POL0014874,CUST009588,2024-05-07,Fire,33872.63,Approved,46.0,0,ADJ035
CLM0006568,POL0053689,CUST005303,2023-12-14,Critical Illness,308462.98,Approved,37.0,0,ADJ022
CLM0006569,POL0058307,CUST000775,2025-01-17,Disability,214128.2,Approved,81.0,0,ADJ002
CLM0006570,POL0066560,CUST014458,2024-09-01,Water Damage,38866.75,Approved,30.0,0,ADJ041
CLM0006571,POL0021119,CUST013092,2022-06-19,Comprehensive,7083.12,Pending,,0,ADJ019
CLM0006572,POL0058841,CUST006312,2023-04-08,Liability,13977.93,Approved,79.0,0,ADJ029
CLM0006573,POL0035614,CUST008238,2023-08-31,Theft,17256.95,Approved,26.0,0,ADJ001
CLM0006574,POL0059303,CUST005894,2023-04-02,Death,340033.65,Under Investigation,,0,ADJ047
CLM0006575,POL0005569,CUST013459,2023-02-11,Mental Health,13585.08,Denied,69.0,0,ADJ003
CLM0006576,POL0007330,CUST002625,2024-07-09,Disability,818525.0,Under Investigation,,1,ADJ038
CLM0006577,POL0046375,CUST006623,2025-05-18,Dental,50000.0,Approved,63.0,0,ADJ002
CLM0006578,POL0056563,CUST013920,2024-01-24,Storm,25504.51,Approved,47.0,0,ADJ015
CLM0006579,POL0021012,CUST013577,2020-09-15,Vision,9776.56,Approved,51.0,0,ADJ050
CLM0006580,POL0039147,CUST005291,2021-11-27,Theft,7415.19,Approved,15.0,0,ADJ021
CLM0006582,POL0010600,CUST001785,2021-12-24,Water Damage,8428.74,Approved,7.0,0,ADJ003
CLM0006583,POL0050693,CUST009118,2025-03-08,Critical Illness,148349.51,Approved,117.0,0,ADJ044
CLM0006584,POL0043734,CUST004854,2025-05-10,Mental Health,21595.68,Approved,13.0,0,ADJ038
CLM0006585,POL0042851,CUST002696,2024-06-29,Medical Emergency,3322.28,Approved,12.0,0,ADJ003
CLM0006586,POL0050946,CUST000128,2021-04-24,Storm,76653.09,Approved,14.0,0,ADJ047
CLM0006587,POL0048054,CUST002205,2022-07-09,Dental,4771.33,Approved,8.0,0,ADJ034
CLM0006588,POL0031931,CUST005680,2025-04-13,Comprehensive,13143.29,Approved,1.0,0,ADJ005
CLM0006589,POL0008934,CUST012131,2024-11-17,Disability,287223.89,Approved,17.0,0,ADJ019
CLM0006590,POL0036040,CUST009891,2023-03-20,Critical Illness,1238993.14,Approved,114.0,0,ADJ041
CLM0006591,POL0044652,CUST012049,2022-05-25,Storm,36451.57,Denied,16.0,0,ADJ012
CLM0006592,POL0025353,CUST010894,2024-04-30,Fire,114240.27,Approved,38.0,0,ADJ045
CLM0006593,POL0027743,CUST001315,2024-01-12,Fire,18967.38,Approved,3.0,0,ADJ013
CLM0006594,POL0063583,CUST004236,2020-09-30,Storm,44606.06,Approved,6.0,0,ADJ047
CLM0006595,POL0065683,CUST013492,2022-03-10,Dental,21672.94,Approved,45.0,0,ADJ008
CLM0006596,POL0035398,CUST004678,2025-02-05,Water Damage,21428.72,Approved,41.0,0,ADJ007
CLM0006597,POL0038921,CUST004565,2025-03-21,Collision,35639.25,Approved,1.0,0,ADJ048
CLM0006598,POL0049213,CUST013791,2025-06-01,Theft,145409.5,Under Investigation,,1,ADJ030
CLM0006599,POL0031990,CUST014084,2021-12-27,Liability,56317.81,Approved,40.0,0,ADJ036
CLM0006600,POL0018478,CUST008745,2023-05-04,Liability,49150.66,Approved,30.0,0,ADJ042
CLM0006601,POL0064533,CUST003644,2023-10-24,Theft,22861.48,Approved,2.0,0,ADJ018
CLM0006602,POL0042363,CUST010656,2021-10-19,Vandalism,2918.38,Approved,131.0,0,ADJ028
CLM0006603,POL0000078,CUST011305,2022-12-15,Collision,6913.9,Approved,27.0,0,ADJ021
CLM0006604,POL0066451,CUST005010,2025-04-29,Water Damage,198194.44,Approved,50.0,0,ADJ048
CLM0006605,POL0066609,CUST012782,2023-05-19,Liability,14287.01,Approved,58.0,0,ADJ024
CLM0006606,POL0003134,CUST004894,2023-05-16,Theft,14010.42,Approved,39.0,0,ADJ008
CLM0006607,POL0012170,CUST001843,2024-10-28,Liability,18942.53,Approved,28.0,0,ADJ007
CLM0006608,POL0061316,CUST007918,2023-03-24,Medical,21284.75,Denied,49.0,0,ADJ007
CLM0006609,POL0039943,CUST009291,2023-02-21,Water Damage,49219.21,Approved,16.0,0,ADJ030
CLM0006611,POL0045246,CUST011961,2025-07-02,Collision,12271.63,Approved,6.0,0,ADJ013
CLM0006612,POL0045327,CUST003744,2021-07-07,Dental,50000.0,Approved,4.0,0,ADJ043
CLM0006613,POL0040897,CUST004114,2021-06-19,Trip Cancellation,5706.16,Approved,3.0,0,ADJ029
CLM0006614,POL0060421,CUST010812,2024-06-19,Property,4762.57,Under Investigation,,0,ADJ030
CLM0006615,POL0010882,CUST007282,2025-05-28,Vandalism,47633.39,Approved,64.0,0,ADJ009
CLM0006616,POL0000213,CUST014159,2022-02-05,Vandalism,6319.3,Approved,12.0,0,ADJ036
CLM0006617,POL0062479,CUST002411,2021-08-30,Death,320251.66,Denied,141.0,1,ADJ033
CLM0006618,POL0028150,CUST003011,2025-05-22,Collision,9564.19,Approved,35.0,0,ADJ008
CLM0006619,POL0042170,CUST014929,2025-01-29,Disability,365413.4,Approved,51.0,0,ADJ018
CLM0006620,POL0028906,CUST000306,2025-03-21,Cyber,118088.06,Approved,218.0,1,ADJ038
CLM0006621,POL0001987,CUST000918,2023-11-10,Trip Cancellation,10000.0,Approved,1.0,0,ADJ021
CLM0006622,POL0027827,CUST012943,2024-07-24,Death,325867.29,Approved,28.0,0,ADJ007
CLM0006623,POL0003911,CUST011510,2022-09-10,Death,367551.66,Approved,254.0,0,ADJ007
CLM0006624,POL0022227,CUST004266,2025-06-24,Death,653850.53,Approved,28.0,0,ADJ034
CLM0006625,POL0051114,CUST012734,2024-06-27,Comprehensive,17599.91,Approved,3.0,0,ADJ048
CLM0006627,POL0021589,CUST006314,2023-02-09,Vision,19715.48,Approved,21.0,0,ADJ017
CLM0006628,POL0014630,CUST007380,2023-08-03,Comprehensive,34064.49,Approved,68.0,0,ADJ032
CLM0006629,POL0023319,CUST011542,2025-06-26,Storm,28178.82,Approved,29.0,0,ADJ041
CLM0006630,POL0032449,CUST007817,2022-03-02,Vision,11808.45,Under Investigation,,0,ADJ010
CLM0006631,POL0072818,CUST002129,2024-12-25,Death,660111.89,Approved,99.0,0,ADJ014
CLM0006632,POL0057002,CUST011767,2024-02-15,Theft,22659.64,Approved,4.0,0,ADJ009
CLM0006633,POL0001912,CUST011187,2022-05-13,Theft,3450.23,Approved,40.0,0,ADJ002
CLM0006635,POL0027369,CUST011697,2025-04-19,Water Damage,34019.96,Under Investigation,,0,ADJ002
CLM0006636,POL0035116,CUST006338,2025-04-26,Mental Health,33397.55,Approved,19.0,0,ADJ039
CLM0006637,POL0052667,CUST013769,2024-12-06,Death,479489.66,Approved,47.0,0,ADJ030
CLM0006638,POL0072434,CUST006478,2024-08-23,Critical Illness,696515.93,Approved,2.0,0,ADJ047
CLM0006639,POL0057384,CUST007210,2024-07-17,Collision,5695.06,Approved,33.0,0,ADJ022
CLM0006640,POL0025286,CUST008299,2024-10-04,Collision,9376.22,Approved,25.0,0,ADJ007
CLM0006642,POL0046239,CUST001391,2025-05-28,Liability,136807.98,Approved,20.0,0,ADJ043
CLM0006643,POL0013199,CUST000214,2023-12-27,Critical Illness,1279198.08,Approved,0.0,0,ADJ023
CLM0006644,POL0055299,CUST012806,2022-02-16,Theft,47722.55,Approved,8.0,0,ADJ022
CLM0006646,POL0017792,CUST014826,2024-11-21,Cyber,13719.9,Denied,37.0,0,ADJ001
CLM0006648,POL0026836,CUST012671,2022-09-14,Storm,134648.09,Denied,57.0,0,ADJ036
CLM0006649,POL0016881,CUST002877,2025-03-15,Liability,16910.28,Approved,6.0,0,ADJ015
CLM0006650,POL0031104,CUST002667,2023-11-01,Vandalism,17501.88,Denied,34.0,0,ADJ033
CLM0006651,POL0014456,CUST013573,2025-04-28,Storm,17301.85,Approved,40.0,0,ADJ036
CLM0006652,POL0001229,CUST014601,2022-09-29,Vandalism,13688.49,Approved,14.0,0,ADJ048
CLM0006653,POL0035663,CUST006378,2023-01-18,Fire,22407.13,Denied,65.0,0,ADJ030
CLM0006654,POL0007047,CUST003793,2025-06-29,Death,590372.2,Under Investigation,,1,ADJ019
CLM0006655,POL0060677,CUST005713,2024-09-24,Disability,792334.29,Approved,24.0,0,ADJ039
CLM0006656,POL0015423,CUST012750,2022-07-17,Property,34944.99,Denied,97.0,0,ADJ045
CLM0006657,POL0006756,CUST002530,2023-09-24,Collision,9987.44,Approved,26.0,0,ADJ019
CLM0006658,POL0064721,CUST014085,2021-01-18,Vandalism,48674.34,Approved,5.0,0,ADJ036
CLM0006659,POL0074719,CUST001942,2024-03-18,Liability,57048.7,Approved,30.0,0,ADJ026
CLM0006661,POL0060234,CUST004134,2023-10-25,Liability,19026.81,Approved,2.0,0,ADJ046
CLM0006662,POL0013808,CUST011603,2022-10-21,Liability,5130.18,Approved,15.0,0,ADJ010
CLM0006663,POL0061909,CUST007546,2025-03-22,Critical Illness,1227211.48,Approved,38.0,0,ADJ020
CLM0006664,POL0046419,CUST014552,2024-12-21,Liability,31412.22,Approved,36.0,0,ADJ009
