interaction_id,customer_id,interaction_date,interaction_type,channel,duration_minutes,satisfaction_score,resolution_status,agent_id
INT00013464,CUST013024,2022-08-04,Complaint,Chat,5,4,Pending,AGT059
INT00013465,CUST011534,2025-05-25,Inquiry,Mobile App,2,4,Resolved,AGT137
INT00013466,CUST001618,2023-10-27,Complaint,Phone,7,2,Resolved,AGT080
INT00013467,CUST011415,2025-05-20,Inquiry,Email,11,3,Resolved,AGT044
INT00013468,CUST002929,2023-12-25,Inquiry,Email,2,3,Resolved,AGT127
INT00013469,CUST011722,2024-12-11,Claim Support,Email,2,3,Resolved,AGT060
INT00013470,CUST014196,2024-12-28,Complaint,Mobile App,17,1,Escalated,AGT021
INT00013471,CUST014542,2024-01-03,Claim Support,In-Person,43,3,Pending,AGT065
INT00013472,CUST002035,2025-06-28,Billing Question,Mobile App,1,3,Resolved,AGT033
INT00013473,CUST008443,2025-05-03,Billing Question,In-Person,8,3,Pending,AGT058
INT00013474,CUST013543,2025-04-05,Policy Change,Phone,56,3,Resolved,AGT105
INT00013475,CUST010151,2025-05-05,Complaint,Chat,28,2,Resolved,AGT112
INT00013476,CUST008126,2022-06-16,Inquiry,In-Person,30,2,Resolved,AGT167
INT00013477,CUST008016,2024-08-30,Billing Question,Mobile App,5,4,Resolved,AGT109
INT00013478,CUST014236,2025-01-10,Complaint,Phone,5,2,Resolved,AGT025
INT00013479,CUST001070,2025-05-04,Claim Support,Email,7,4,Resolved,AGT183
INT00013480,CUST001214,2024-11-21,Billing Question,Email,1,5,Resolved,AGT038
INT00013481,CUST005308,2023-05-14,Inquiry,Phone,1,3,Resolved,AGT118
INT00013482,CUST014651,2025-04-06,Cancellation Request,Email,11,4,Resolved,AGT056
INT00013483,CUST001920,2024-09-27,Claim Support,Email,30,3,Pending,AGT070
INT00013484,CUST012462,2021-01-31,Claim Support,Email,11,3,Pending,AGT159
INT00013485,CUST007529,2024-01-21,Claim Support,Phone,17,5,Pending,AGT077
INT00013486,CUST012547,2024-10-23,Inquiry,Chat,18,3,Escalated,AGT167
INT00013487,CUST004450,2025-06-17,Inquiry,Phone,8,4,Resolved,AGT116
INT00013488,CUST011440,2024-08-25,Inquiry,Mobile App,2,2,Pending,AGT014
INT00013489,CUST005672,2023-08-25,Complaint,Mobile App,2,2,Resolved,AGT064
INT00013490,CUST006443,2023-12-10,Claim Support,Email,15,2,Resolved,AGT008
INT00013491,CUST004157,2024-05-25,Inquiry,Phone,27,3,Closed,AGT050
INT00013492,CUST004920,2025-02-05,Inquiry,In-Person,48,2,Closed,AGT067
INT00013493,CUST003546,2025-05-13,New Policy,Chat,85,4,Resolved,AGT067
INT00013494,CUST002371,2025-05-14,Inquiry,In-Person,2,4,Resolved,AGT042
INT00013495,CUST014067,2021-12-28,Inquiry,In-Person,4,2,Resolved,AGT082
INT00013496,CUST014841,2024-04-17,Policy Change,In-Person,27,3,Resolved,AGT140
INT00013497,CUST000117,2022-03-11,New Policy,Mobile App,4,5,Resolved,AGT124
INT00013498,CUST011191,2023-09-20,Complaint,Email,10,2,Pending,AGT169
INT00013499,CUST006185,2025-04-13,Complaint,In-Person,45,1,Pending,AGT198
INT00013500,CUST013569,2025-06-30,Complaint,Email,5,4,Resolved,AGT163
INT00013501,CUST004954,2025-02-14,Inquiry,Phone,10,3,Pending,AGT137
INT00013502,CUST001011,2025-06-13,Complaint,Phone,60,2,Resolved,AGT104
INT00013503,CUST004412,2021-10-22,New Policy,Chat,28,4,Resolved,AGT066
INT00013504,CUST008175,2024-05-16,Policy Change,Phone,28,3,Resolved,AGT090
INT00013505,CUST004728,2023-07-24,Complaint,Email,1,2,Closed,AGT097
INT00013506,CUST013927,2025-06-03,Policy Change,Phone,64,4,Resolved,AGT052
INT00013507,CUST010130,2025-02-16,Inquiry,Chat,7,1,Closed,AGT176
INT00013508,CUST012109,2025-03-06,Claim Support,Chat,1,4,Escalated,AGT046
INT00013509,CUST012140,2024-08-22,Inquiry,Email,3,4,Resolved,AGT180
INT00013510,CUST006907,2023-02-07,Policy Change,In-Person,1,3,Resolved,AGT183
INT00013511,CUST010618,2025-01-24,Inquiry,Email,9,3,Resolved,AGT194
INT00013512,CUST005281,2024-06-08,Complaint,Email,37,3,Resolved,AGT060
INT00013513,CUST007172,2025-05-17,Claim Support,Mobile App,17,3,Resolved,AGT069
INT00013514,CUST008376,2020-08-02,Policy Change,Phone,14,3,Escalated,AGT041
INT00013515,CUST000053,2024-05-27,Inquiry,Email,10,4,Resolved,AGT009
INT00013516,CUST005672,2024-02-20,Complaint,Chat,1,2,Pending,AGT053
INT00013517,CUST010708,2022-01-17,Policy Change,Email,3,4,Resolved,AGT167
INT00013518,CUST005884,2024-01-27,Inquiry,Email,4,3,Resolved,AGT140
INT00013519,CUST011961,2025-05-03,Inquiry,Email,3,3,Resolved,AGT013
INT00013520,CUST011799,2025-06-16,Complaint,Email,55,2,Pending,AGT163
INT00013521,CUST003342,2024-08-10,Complaint,Chat,9,3,Resolved,AGT061
INT00013522,CUST004625,2025-06-24,Inquiry,Chat,13,4,Resolved,AGT134
INT00013523,CUST003702,2024-06-26,Inquiry,Phone,33,3,Resolved,AGT175
INT00013524,CUST012277,2023-01-15,Inquiry,Mobile App,7,4,Pending,AGT138
INT00013525,CUST007694,2023-07-27,Policy Change,Email,1,4,Resolved,AGT020
INT00013526,CUST004548,2022-12-14,Claim Support,Chat,1,3,Resolved,AGT156
INT00013527,CUST009055,2023-11-28,Policy Change,Mobile App,2,5,Resolved,AGT029
INT00013528,CUST008978,2024-05-15,Claim Support,Email,5,3,Resolved,AGT032
INT00013529,CUST012085,2023-08-09,Policy Change,Email,1,3,Resolved,AGT122
INT00013530,CUST003234,2025-06-29,Claim Support,Phone,11,5,Resolved,AGT135
INT00013531,CUST006447,2025-05-13,Complaint,Phone,39,2,Closed,AGT108
INT00013532,CUST012606,2021-01-30,Inquiry,Chat,2,4,Resolved,AGT115
INT00013533,CUST011542,2024-02-05,Claim Support,Mobile App,1,3,Resolved,AGT013
INT00013534,CUST000885,2024-11-01,Inquiry,Mobile App,6,5,Resolved,AGT016
INT00013535,CUST007802,2023-11-01,Policy Change,Email,22,4,Resolved,AGT171
INT00013536,CUST001689,2025-06-21,Inquiry,Phone,13,5,Resolved,AGT169
INT00013537,CUST004983,2022-05-09,Complaint,Phone,35,2,Escalated,AGT045
INT00013538,CUST005783,2025-06-17,Billing Question,Phone,4,2,Escalated,AGT096
INT00013539,CUST008740,2023-06-10,Inquiry,Email,31,3,Pending,AGT131
INT00013540,CUST003537,2023-05-09,Inquiry,Mobile App,11,4,Resolved,AGT019
INT00013541,CUST003554,2025-05-20,Policy Change,Email,12,3,Resolved,AGT071
INT00013542,CUST007560,2022-06-17,Inquiry,Mobile App,1,3,Resolved,AGT136
INT00013543,CUST004201,2024-09-07,Inquiry,Phone,17,3,Escalated,AGT105
INT00013544,CUST003999,2025-03-22,Complaint,Mobile App,7,4,Resolved,AGT136
INT00013545,CUST012813,2025-05-05,Inquiry,Email,7,3,Resolved,AGT124
INT00013546,CUST001601,2023-12-27,Claim Support,Email,3,3,Resolved,AGT171
INT00013547,CUST013116,2025-02-26,Inquiry,Phone,28,3,Resolved,AGT195
INT00013548,CUST008567,2021-12-13,Inquiry,In-Person,31,2,Resolved,AGT147
INT00013549,CUST008920,2023-02-19,Billing Question,Email,25,3,Resolved,AGT129
INT00013550,CUST001097,2024-08-23,Inquiry,Phone,1,2,Pending,AGT051
INT00013551,CUST011706,2024-10-26,Policy Change,In-Person,14,4,Resolved,AGT168
INT00013552,CUST012065,2020-12-10,Claim Support,Phone,70,4,Resolved,AGT076
INT00013553,CUST000477,2024-10-12,Claim Support,Mobile App,12,3,Resolved,AGT166
INT00013554,CUST003471,2022-10-23,Inquiry,Email,5,4,Closed,AGT017
INT00013555,CUST013125,2025-04-25,Inquiry,Email,4,3,Resolved,AGT057
INT00013556,CUST008866,2023-06-20,Complaint,In-Person,14,3,Resolved,AGT180
INT00013557,CUST007880,2023-06-20,Inquiry,Chat,13,2,Resolved,AGT187
INT00013558,CUST004356,2025-05-18,Inquiry,Mobile App,7,3,Resolved,AGT016
INT00013559,CUST008364,2024-12-31,Policy Change,Phone,21,4,Resolved,AGT107
INT00013560,CUST014815,2024-05-26,Inquiry,Mobile App,7,2,Pending,AGT145
INT00013561,CUST014912,2024-05-08,Inquiry,Chat,10,4,Resolved,AGT130
INT00013562,CUST002031,2024-04-23,Inquiry,Phone,1,2,Resolved,AGT086
INT00013563,CUST006208,2025-06-28,Inquiry,Email,6,3,Resolved,AGT138
INT00013564,CUST000618,2022-07-30,Policy Change,In-Person,3,4,Resolved,AGT148
INT00013565,CUST002006,2025-05-13,Inquiry,Mobile App,49,3,Resolved,AGT169
INT00013566,CUST011726,2025-03-21,Inquiry,In-Person,7,4,Resolved,AGT066
INT00013567,CUST011079,2025-06-09,Claim Support,Mobile App,16,3,Escalated,AGT064
INT00013568,CUST005706,2023-02-23,Billing Question,Email,1,4,Escalated,AGT118
INT00013569,CUST007111,2025-02-28,Inquiry,Chat,1,4,Pending,AGT200
INT00013570,CUST010863,2022-07-12,Billing Question,Mobile App,7,3,Resolved,AGT060
INT00013571,CUST007743,2025-01-09,Policy Change,Chat,13,4,Resolved,AGT169
INT00013572,CUST002662,2024-12-11,Complaint,Chat,9,3,Resolved,AGT075
INT00013573,CUST007500,2025-03-17,Claim Support,Email,7,3,Pending,AGT010
INT00013574,CUST005462,2025-06-16,Complaint,In-Person,2,3,Pending,AGT142
INT00013575,CUST012402,2024-10-27,Inquiry,Phone,17,3,Pending,AGT146
INT00013576,CUST004791,2024-04-15,Complaint,Phone,3,3,Resolved,AGT011
INT00013577,CUST007653,2024-10-25,Inquiry,Chat,17,4,Resolved,AGT188
INT00013578,CUST008429,2025-05-11,Inquiry,Mobile App,3,4,Resolved,AGT128
INT00013579,CUST001840,2025-03-12,Complaint,In-Person,22,1,Pending,AGT048
INT00013580,CUST014787,2023-01-12,Complaint,Chat,15,2,Resolved,AGT103
INT00013581,CUST009927,2023-08-25,Inquiry,Email,1,3,Resolved,AGT149
INT00013582,CUST011008,2024-05-01,Complaint,Chat,8,2,Resolved,AGT129
INT00013583,CUST003112,2023-06-04,Claim Support,Phone,1,3,Resolved,AGT120
INT00013584,CUST006551,2025-05-11,Billing Question,Mobile App,37,4,Resolved,AGT091
INT00013585,CUST003577,2023-09-16,Policy Change,In-Person,31,3,Resolved,AGT089
INT00013586,CUST007311,2023-12-19,Inquiry,Chat,13,3,Resolved,AGT102
INT00013587,CUST009145,2023-02-19,Claim Support,Phone,27,4,Resolved,AGT137
INT00013588,CUST013772,2023-07-17,Policy Change,Email,11,3,Resolved,AGT045
INT00013589,CUST003202,2025-05-01,Inquiry,Email,3,3,Pending,AGT105
INT00013590,CUST013255,2025-02-27,Claim Support,Chat,3,3,Resolved,AGT114
INT00013591,CUST002235,2025-03-02,Inquiry,Chat,21,4,Resolved,AGT146
INT00013592,CUST009546,2021-12-24,Billing Question,Phone,2,3,Resolved,AGT031
INT00013593,CUST006398,2023-12-04,Inquiry,Phone,9,4,Resolved,AGT013
INT00013594,CUST004267,2023-11-14,Billing Question,Chat,2,3,Pending,AGT112
INT00013595,CUST011426,2024-11-10,Policy Change,Email,18,4,Resolved,AGT080
INT00013596,CUST002374,2025-01-03,Inquiry,Phone,8,4,Pending,AGT132
INT00013597,CUST001612,2025-05-29,Policy Change,Email,1,2,Resolved,AGT061
INT00013598,CUST003424,2023-03-14,Inquiry,Chat,9,2,Resolved,AGT165
INT00013599,CUST013687,2024-01-12,Cancellation Request,Mobile App,3,5,Resolved,AGT090
INT00013600,CUST007000,2024-12-21,Claim Support,Chat,81,2,Resolved,AGT178
INT00013601,CUST003902,2022-12-30,Claim Support,Phone,1,4,Resolved,AGT108
INT00013602,CUST006184,2025-06-10,Policy Change,In-Person,7,4,Resolved,AGT153
INT00013603,CUST013281,2024-11-21,New Policy,Phone,5,5,Resolved,AGT015
INT00013604,CUST009510,2025-05-20,Claim Support,Mobile App,17,4,Pending,AGT058
INT00013605,CUST006355,2021-08-21,Policy Change,Phone,8,4,Resolved,AGT084
INT00013606,CUST013631,2024-01-07,Inquiry,Mobile App,15,3,Resolved,AGT002
INT00013607,CUST011440,2025-06-04,Billing Question,Mobile App,1,4,Resolved,AGT144
INT00013608,CUST012325,2025-03-13,Complaint,In-Person,67,3,Resolved,AGT045
INT00013609,CUST000510,2025-05-30,New Policy,Chat,8,3,Resolved,AGT043
INT00013610,CUST013986,2020-06-08,Policy Change,Email,8,4,Resolved,AGT111
INT00013611,CUST008003,2025-01-16,Inquiry,Email,3,4,Pending,AGT136
INT00013612,CUST011099,2023-02-12,Claim Support,Phone,10,3,Resolved,AGT031
INT00013613,CUST002413,2025-03-27,Billing Question,Chat,6,3,Resolved,AGT093
INT00013614,CUST014835,2025-02-28,Complaint,Email,29,4,Resolved,AGT107
INT00013615,CUST012860,2023-06-14,Cancellation Request,Chat,1,3,Resolved,AGT004
INT00013616,CUST005292,2023-04-29,Billing Question,Phone,2,3,Escalated,AGT137
INT00013617,CUST006453,2025-04-13,Inquiry,Email,2,4,Resolved,AGT149
INT00013618,CUST012499,2025-04-27,Inquiry,Phone,19,3,Resolved,AGT093
INT00013619,CUST009033,2023-02-09,Complaint,In-Person,91,1,Resolved,AGT180
INT00013620,CUST013102,2022-03-27,Billing Question,Chat,20,3,Resolved,AGT144
INT00013621,CUST008554,2024-12-16,Inquiry,Email,10,3,Pending,AGT137
INT00013622,CUST000171,2022-09-07,Claim Support,Chat,33,4,Resolved,AGT006
INT00013623,CUST006404,2024-12-09,Complaint,Mobile App,1,1,Pending,AGT164
INT00013624,CUST007329,2023-05-26,Claim Support,Mobile App,5,5,Resolved,AGT036
INT00013625,CUST014187,2024-08-19,Inquiry,In-Person,16,3,Resolved,AGT030
INT00013626,CUST005736,2024-10-29,Claim Support,Mobile App,23,4,Resolved,AGT114
INT00013627,CUST014002,2025-06-03,Inquiry,Mobile App,22,3,Pending,AGT067
INT00013628,CUST014603,2024-07-10,New Policy,Mobile App,4,2,Pending,AGT036
INT00013629,CUST013180,2023-12-03,Policy Change,Email,23,5,Resolved,AGT006
INT00013630,CUST013771,2021-10-14,Claim Support,Chat,30,3,Pending,AGT067
INT00013631,CUST000594,2025-06-25,Inquiry,In-Person,77,3,Resolved,AGT021
INT00013632,CUST012516,2025-05-08,Complaint,Phone,38,1,Pending,AGT179
INT00013633,CUST005440,2025-06-17,Inquiry,Phone,2,2,Resolved,AGT010
INT00013634,CUST014168,2023-07-07,Claim Support,Chat,5,4,Resolved,AGT034
INT00013635,CUST014027,2025-03-14,Inquiry,Chat,24,4,Resolved,AGT136
INT00013636,CUST007539,2024-05-17,Cancellation Request,In-Person,60,3,Resolved,AGT038
INT00013637,CUST000432,2023-03-24,Billing Question,Chat,2,4,Resolved,AGT084
INT00013638,CUST010777,2021-09-08,Claim Support,Chat,12,3,Resolved,AGT100
INT00013639,CUST006328,2023-03-20,Policy Change,Email,9,3,Resolved,AGT154
INT00013640,CUST009103,2020-10-03,Complaint,In-Person,22,4,Resolved,AGT038
INT00013641,CUST009256,2025-03-21,Billing Question,Chat,1,5,Resolved,AGT140
INT00013642,CUST002501,2021-12-31,Policy Change,Chat,21,4,Resolved,AGT154
INT00013643,CUST003903,2025-06-19,Policy Change,Email,1,4,Resolved,AGT085
INT00013644,CUST012925,2025-02-10,Inquiry,Email,6,4,Resolved,AGT024
INT00013645,CUST002700,2024-02-23,Inquiry,Chat,31,2,Pending,AGT089
INT00013646,CUST014591,2020-12-22,Cancellation Request,In-Person,15,3,Pending,AGT159
INT00013647,CUST007166,2023-01-27,Inquiry,Email,1,4,Resolved,AGT059
INT00013648,CUST012010,2023-04-28,Complaint,Mobile App,14,4,Resolved,AGT116
INT00013649,CUST005576,2023-12-21,Policy Change,Phone,33,3,Pending,AGT045
INT00013650,CUST002619,2025-04-15,Inquiry,Chat,20,2,Escalated,AGT164
INT00013651,CUST003016,2024-07-15,Inquiry,Phone,27,3,Resolved,AGT003
INT00013652,CUST014015,2025-01-17,Billing Question,Email,9,4,Resolved,AGT197
INT00013653,CUST005724,2025-05-11,Billing Question,Phone,1,3,Resolved,AGT061
INT00013654,CUST009702,2025-06-14,Policy Change,Chat,70,3,Resolved,AGT044
INT00013655,CUST012895,2020-12-27,Claim Support,Phone,36,3,Resolved,AGT177
INT00013656,CUST012614,2025-01-26,Inquiry,Chat,30,4,Resolved,AGT167
INT00013657,CUST014089,2022-04-09,Inquiry,Email,6,5,Resolved,AGT189
INT00013658,CUST014916,2025-05-17,Policy Change,Phone,4,3,Pending,AGT015
INT00013659,CUST003655,2021-12-05,New Policy,Mobile App,39,3,Pending,AGT076
INT00013660,CUST007097,2024-04-24,Inquiry,Chat,1,4,Resolved,AGT134
INT00013661,CUST002892,2021-09-07,Complaint,Phone,116,3,Pending,AGT184
INT00013662,CUST014243,2024-12-27,Inquiry,Phone,5,4,Resolved,AGT149
INT00013663,CUST011382,2024-12-03,Complaint,Phone,2,2,Pending,AGT024
INT00013664,CUST004787,2024-11-12,Inquiry,Mobile App,4,3,Escalated,AGT129
INT00013665,CUST003866,2023-03-07,Inquiry,Email,2,3,Resolved,AGT168
INT00013666,CUST013026,2024-09-29,Policy Change,Mobile App,21,3,Resolved,AGT051
INT00013667,CUST008690,2024-01-01,Inquiry,Phone,2,3,Pending,AGT007
INT00013668,CUST008327,2023-09-04,Inquiry,Phone,12,3,Resolved,AGT189
INT00013669,CUST012474,2023-09-05,Complaint,Chat,5,3,Pending,AGT015
INT00013670,CUST006743,2021-03-27,Inquiry,Phone,21,3,Resolved,AGT084
INT00013671,CUST011007,2022-06-09,Policy Change,Email,3,4,Resolved,AGT009
INT00013672,CUST004513,2023-07-30,Inquiry,Email,1,2,Pending,AGT154
INT00013673,CUST002431,2025-06-10,Billing Question,Chat,4,3,Resolved,AGT161
INT00013674,CUST004245,2025-01-15,Policy Change,Email,1,3,Resolved,AGT124
INT00013675,CUST011577,2022-08-04,Claim Support,Mobile App,11,3,Resolved,AGT018
INT00013676,CUST005187,2020-11-21,Complaint,Mobile App,5,3,Resolved,AGT008
INT00013677,CUST001472,2022-11-16,Inquiry,Mobile App,17,4,Resolved,AGT118
INT00013678,CUST011053,2025-04-02,Policy Change,Chat,33,1,Pending,AGT189
INT00013679,CUST013490,2023-07-14,Complaint,Email,21,1,Pending,AGT059
INT00013680,CUST005784,2025-02-25,Billing Question,In-Person,1,5,Resolved,AGT058
INT00013681,CUST007807,2022-06-01,Complaint,Chat,1,4,Resolved,AGT195
INT00013682,CUST005157,2024-10-30,Inquiry,Email,15,5,Resolved,AGT004
INT00013683,CUST013042,2023-05-17,Inquiry,Mobile App,1,4,Resolved,AGT047
INT00013684,CUST009409,2024-03-13,Inquiry,Email,18,3,Resolved,AGT116
INT00013685,CUST013440,2024-07-29,Complaint,Phone,32,2,Resolved,AGT053
INT00013686,CUST009671,2025-01-29,Claim Support,Mobile App,26,4,Resolved,AGT025
INT00013687,CUST000343,2025-03-10,Cancellation Request,Phone,6,3,Pending,AGT191
INT00013688,CUST006410,2024-07-26,Inquiry,Chat,11,5,Resolved,AGT169
INT00013689,CUST006705,2025-03-04,Claim Support,Phone,1,3,Pending,AGT166
INT00013690,CUST002325,2022-02-19,Policy Change,In-Person,9,5,Resolved,AGT092
INT00013691,CUST013343,2025-02-04,Claim Support,In-Person,12,5,Resolved,AGT020
INT00013692,CUST002591,2023-05-30,Inquiry,Phone,3,4,Pending,AGT171
INT00013693,CUST009268,2022-06-04,Inquiry,Phone,26,4,Resolved,AGT122
INT00013694,CUST000167,2025-02-27,Complaint,Mobile App,2,4,Resolved,AGT054
INT00013695,CUST011408,2023-04-13,Claim Support,Chat,1,3,Resolved,AGT093
INT00013696,CUST013145,2024-06-18,Complaint,Phone,7,3,Resolved,AGT038
INT00013697,CUST009947,2024-04-05,Policy Change,Email,7,3,Resolved,AGT181
INT00013698,CUST004299,2024-12-12,Inquiry,Mobile App,7,3,Resolved,AGT031
INT00013699,CUST002294,2024-10-19,Complaint,Chat,16,2,Escalated,AGT139
INT00013700,CUST011381,2024-08-13,Claim Support,Email,4,4,Resolved,AGT046
INT00013701,CUST004773,2024-04-18,Inquiry,Phone,9,4,Resolved,AGT002
INT00013702,CUST001016,2024-08-30,Complaint,Chat,33,2,Escalated,AGT107
INT00013703,CUST004211,2024-05-20,Billing Question,Chat,6,5,Resolved,AGT040
INT00013704,CUST000860,2024-06-07,Inquiry,Email,6,2,Resolved,AGT107
INT00013705,CUST002962,2023-09-14,Inquiry,Email,7,5,Resolved,AGT176
INT00013706,CUST013452,2020-09-30,Billing Question,Phone,22,4,Resolved,AGT137
INT00013707,CUST011154,2022-02-16,Inquiry,Phone,29,4,Pending,AGT194
INT00013708,CUST009817,2023-07-28,Complaint,Email,3,3,Resolved,AGT107
INT00013709,CUST014034,2025-01-29,Policy Change,Email,15,4,Resolved,AGT050
INT00013710,CUST012196,2023-08-22,Inquiry,Phone,18,3,Resolved,AGT144
INT00013711,CUST003923,2023-11-07,Claim Support,Mobile App,1,4,Resolved,AGT171
INT00013712,CUST008625,2020-08-16,Complaint,Phone,16,2,Resolved,AGT044
INT00013713,CUST013770,2025-04-16,Inquiry,In-Person,5,4,Resolved,AGT102
INT00013714,CUST005429,2021-10-13,Complaint,Chat,32,2,Escalated,AGT128
INT00013715,CUST002171,2023-01-28,Inquiry,Chat,1,4,Resolved,AGT130
INT00013716,CUST006594,2023-03-25,Inquiry,Phone,5,4,Resolved,AGT036
INT00013717,CUST014445,2021-04-13,Billing Question,Phone,3,3,Resolved,AGT091
INT00013718,CUST011052,2025-04-24,Complaint,Mobile App,30,3,Resolved,AGT094
INT00013719,CUST014594,2025-03-10,Claim Support,Phone,49,3,Resolved,AGT098
INT00013720,CUST008985,2023-10-05,Complaint,Phone,2,2,Pending,AGT191
INT00013721,CUST009823,2024-03-04,Inquiry,Chat,45,4,Resolved,AGT085
INT00013722,CUST009626,2024-06-08,Inquiry,Phone,1,4,Resolved,AGT011
INT00013723,CUST013556,2024-03-12,Inquiry,Phone,9,3,Resolved,AGT138
INT00013724,CUST002801,2020-07-26,Inquiry,Phone,19,3,Resolved,AGT103
INT00013725,CUST013192,2023-11-22,Inquiry,Mobile App,36,2,Closed,AGT091
INT00013726,CUST002282,2025-02-17,Inquiry,Phone,21,4,Resolved,AGT147
INT00013727,CUST013820,2024-03-02,Inquiry,Email,25,3,Resolved,AGT103
INT00013728,CUST002719,2024-02-28,Claim Support,Phone,6,3,Resolved,AGT062
INT00013729,CUST004590,2023-03-26,New Policy,In-Person,5,3,Resolved,AGT083
INT00013730,CUST009237,2023-11-06,Billing Question,Email,1,4,Resolved,AGT013
INT00013731,CUST005402,2025-06-23,Inquiry,Phone,30,5,Pending,AGT160
INT00013732,CUST006450,2024-09-15,Policy Change,Phone,4,3,Resolved,AGT089
INT00013733,CUST006936,2021-11-02,Claim Support,In-Person,13,4,Resolved,AGT038
INT00013734,CUST010441,2025-01-05,Billing Question,Mobile App,5,2,Pending,AGT151
INT00013735,CUST012100,2023-04-02,Claim Support,Phone,7,5,Resolved,AGT156
INT00013736,CUST003576,2021-07-01,Complaint,Email,5,4,Resolved,AGT064
INT00013737,CUST007869,2024-03-02,New Policy,Mobile App,32,3,Resolved,AGT072
INT00013738,CUST010869,2022-02-13,Claim Support,Mobile App,20,2,Escalated,AGT143
INT00013739,CUST014037,2025-05-17,Complaint,Phone,25,1,Pending,AGT177
INT00013740,CUST004632,2024-02-10,Billing Question,In-Person,51,3,Resolved,AGT070
INT00013741,CUST011046,2025-06-25,Complaint,Chat,28,2,Pending,AGT016
INT00013742,CUST010587,2025-06-11,Complaint,Chat,9,2,Pending,AGT070
INT00013743,CUST007603,2023-05-03,Policy Change,In-Person,21,3,Resolved,AGT041
INT00013744,CUST007011,2025-04-07,Inquiry,Mobile App,1,3,Resolved,AGT048
INT00013745,CUST007887,2022-09-22,Policy Change,In-Person,121,2,Pending,AGT022
INT00013746,CUST007410,2025-06-24,Policy Change,Phone,1,2,Resolved,AGT162
INT00013747,CUST000412,2023-08-04,Inquiry,Email,17,3,Pending,AGT057
INT00013748,CUST007429,2024-07-31,Policy Change,Email,3,3,Resolved,AGT006
INT00013749,CUST013506,2024-07-22,Billing Question,Mobile App,16,3,Resolved,AGT053
INT00013750,CUST007560,2024-12-22,Complaint,Phone,5,3,Resolved,AGT069
INT00013751,CUST013362,2024-01-03,Complaint,Chat,27,4,Resolved,AGT083
INT00013752,CUST009381,2025-05-11,Policy Change,Phone,5,4,Resolved,AGT097
INT00013753,CUST004031,2024-05-03,Inquiry,Phone,1,5,Resolved,AGT185
INT00013754,CUST002650,2023-11-28,Policy Change,Phone,9,3,Resolved,AGT164
INT00013755,CUST014764,2024-03-16,Complaint,Phone,4,2,Pending,AGT079
INT00013756,CUST002439,2024-11-06,Inquiry,Mobile App,19,2,Pending,AGT032
INT00013757,CUST014296,2021-10-01,Complaint,Email,4,2,Pending,AGT065
INT00013758,CUST003428,2020-01-29,Inquiry,Chat,1,3,Escalated,AGT184
INT00013759,CUST014178,2025-06-05,Claim Support,Chat,22,4,Resolved,AGT002
INT00013760,CUST003335,2025-02-17,Cancellation Request,Email,28,3,Resolved,AGT127
INT00013761,CUST000521,2023-07-03,Billing Question,Email,4,3,Resolved,AGT116
INT00013762,CUST011963,2024-12-19,New Policy,Phone,15,3,Resolved,AGT109
INT00013763,CUST004321,2023-10-16,Claim Support,Email,14,4,Resolved,AGT073
INT00013764,CUST011756,2025-05-20,Cancellation Request,Email,1,4,Resolved,AGT002
INT00013765,CUST008369,2022-06-12,Policy Change,Email,9,5,Escalated,AGT136
INT00013766,CUST009960,2022-04-10,Claim Support,Email,27,4,Resolved,AGT040
INT00013767,CUST000139,2024-05-15,Billing Question,Phone,8,3,Resolved,AGT138
INT00013768,CUST011631,2024-08-28,Inquiry,Phone,13,4,Resolved,AGT198
INT00013769,CUST003372,2023-11-29,Policy Change,Phone,18,4,Pending,AGT132
INT00013770,CUST010519,2024-12-11,Complaint,Email,5,3,Pending,AGT016
INT00013771,CUST005152,2024-02-12,Inquiry,Email,10,4,Resolved,AGT149
INT00013772,CUST006942,2025-05-07,Claim Support,Mobile App,20,3,Resolved,AGT161
INT00013773,CUST000356,2024-09-02,Claim Support,In-Person,20,2,Resolved,AGT002
INT00013774,CUST010582,2025-03-31,Policy Change,Mobile App,1,3,Resolved,AGT089
INT00013775,CUST014963,2022-10-05,Complaint,Phone,3,4,Resolved,AGT086
INT00013776,CUST005957,2024-12-20,Policy Change,Chat,1,4,Resolved,AGT169
INT00013777,CUST001126,2024-12-25,Inquiry,Chat,16,3,Pending,AGT118
INT00013778,CUST001576,2023-06-06,Policy Change,Email,57,2,Resolved,AGT087
INT00013779,CUST003688,2025-06-30,Claim Support,Email,38,3,Resolved,AGT098
INT00013780,CUST003414,2024-02-12,Policy Change,Phone,16,3,Resolved,AGT087
INT00013781,CUST006726,2022-10-10,Claim Support,Email,1,4,Resolved,AGT041
INT00013782,CUST001422,2022-12-25,Inquiry,Email,3,2,Pending,AGT062
INT00013783,CUST004569,2022-11-16,Policy Change,Mobile App,13,3,Pending,AGT194
INT00013784,CUST013263,2025-06-16,Billing Question,Phone,4,4,Resolved,AGT097
INT00013785,CUST004953,2025-06-19,Billing Question,Mobile App,11,5,Resolved,AGT041
INT00013786,CUST009445,2024-03-29,Claim Support,Mobile App,9,2,Resolved,AGT177
INT00013787,CUST010235,2024-07-16,Complaint,Phone,44,1,Closed,AGT101
INT00013788,CUST003875,2024-03-30,Inquiry,Mobile App,1,2,Resolved,AGT096
